operator_id,month,plan_tier,casino_ggr_usd,sports_ggr_usd,total_ggr_usd,net_software_revenue_usd,monthly_license_fee_usd,active_players,new_registrations,deposits_count,total_deposits_usd,bonus_cost_usd
OP0009,2024-04,Starter,20780.87,11189.7,31970.57,4689.78,2500,340,19,201,7688.5,2584.41
OP0009,2024-05,Starter,19566.84,10535.99,30102.83,3759.81,2500,782,116,271,79824.21,1364.42
OP0009,2024-06,Starter,20107.07,10826.89,30933.96,5266.71,2500,1384,110,784,113321.45,1720.19
OP0009,2024-07,Starter,17485.44,9415.24,26900.68,4837.5,2500,1273,145,697,88060.28,2430.69
OP0009,2024-08,Starter,21004.16,11309.93,32314.09,6353.02,2500,514,45,324,28593.62,2490.02
OP0009,2024-09,Starter,21820.19,11749.34,33569.53,5866.51,2500,240,39,109,19417.35,1534.95
OP0009,2024-10,Starter,21385.86,11515.47,32901.33,5244.58,2500,388,55,180,11241.92,3178.69
OP0009,2024-11,Starter,18324.31,9866.93,28191.24,4118.29,2500,474,73,206,56813.6,1956.57
OP0009,2024-12,Starter,19269.78,10376.03,29645.81,5761.28,2500,1242,103,378,94734.27,1259.9
OP0010,2023-01,Growth,78780.23,42420.13,121200.36,18078.42,7500,3964,719,2643,129972.38,7632.29
OP0010,2023-02,Growth,118426.18,63767.94,182194.12,34917.92,7500,4281,775,1767,108123.38,15961.75
OP0010,2023-03,Growth,113884.5,61322.42,175206.92,32841.92,7500,4937,586,3055,267838.31,14054.44
OP0010,2023-04,Growth,128391.33,69133.79,197525.12,25415.25,7500,64,4,33,6974.08,19746.5
OP0010,2023-05,Growth,117575.78,63310.03,180885.81,22346.43,7500,3914,224,2299,382465.29,15370.39
OP0010,2023-06,Growth,117744.15,63400.69,181144.84,24875.17,7500,1090,103,358,88581.74,10504.97
OP0010,2023-07,Growth,112026.0,60321.69,172347.69,27357.14,7500,3011,286,1826,141887.49,13641.74
OP0010,2023-08,Growth,106376.86,57279.85,163656.71,23068.37,7500,593,48,300,31971.69,8964.15
OP0010,2023-09,Growth,83157.99,44777.38,127935.37,26065.07,7500,996,77,530,119033.84,7549.21
OP0010,2023-10,Growth,110662.99,59587.76,170250.75,28200.66,7500,50,8,25,4409.21,14046.69
OP0010,2023-11,Growth,113802.84,61278.45,175081.29,32955.18,7500,865,114,265,39090.62,9851.49
OP0010,2023-12,Growth,111152.44,59851.32,171003.76,31857.04,7500,1836,255,897,44373.27,12070.73
OP0010,2024-01,Growth,109192.53,58795.97,167988.5,26688.41,7500,490,52,179,43491.5,9051.72
OP0010,2024-02,Growth,125885.58,67784.55,193670.13,32735.99,7500,3176,262,1864,310139.46,14986.16
OP0010,2024-03,Growth,106090.69,57125.75,163216.44,27558.02,7500,3034,497,1427,296544.94,9827.22
OP0010,2024-04,Growth,109263.71,58834.31,168098.02,30741.71,7500,4771,497,1488,450917.62,15779.96
OP0010,2024-05,Growth,86362.43,46502.84,132865.27,24179.4,7500,2093,163,1080,236842.6,8886.04
OP0010,2024-06,Growth,106948.19,57587.48,164535.67,20723.83,7500,3570,575,1428,301571.4,12015.81
OP0010,2024-07,Growth,112323.98,60482.14,172806.12,33492.34,7500,541,32,320,45726.54,12755.42
OP0010,2024-08,Growth,117356.4,63191.91,180548.31,32393.67,7500,4080,669,2561,437169.14,17499.96
OP0010,2024-09,Growth,89335.66,48103.82,137439.48,30035.97,7500,440,34,134,35579.96,13075.92
OP0010,2024-10,Growth,107476.88,57872.17,165349.05,28146.81,7500,3406,543,2085,116575.18,8146.33
OP0010,2024-11,Growth,106030.07,57093.12,163123.19,23993.38,7500,2694,178,1240,238972.49,7274.9
OP0010,2024-12,Growth,99277.89,53457.32,152735.21,19612.8,7500,1996,136,700,115668.67,14218.14
OP0011,2023-07,Starter,18725.67,10083.06,28808.73,5829.72,2500,1240,173,615,102575.84,2714.41
OP0012,2023-01,Starter,14731.12,7932.14,22663.26,3657.59,2500,1142,171,428,36462.66,1045.18
OP0012,2023-02,Starter,22009.57,11851.3,33860.87,6114.68,2500,1199,183,439,129241.55,2771.93
OP0012,2023-03,Starter,15974.85,8601.84,24576.69,4203.03,2500,307,57,119,31035.19,1699.44
OP0012,2023-04,Starter,17848.71,9610.85,27459.56,5618.95,2500,209,17,92,11306.01,2725.8
OP0012,2023-05,Starter,14554.32,7836.94,22391.26,3791.98,2500,302,21,193,26058.39,1043.85
OP0012,2023-06,Starter,19154.9,10314.17,29469.07,6151.25,2500,1408,191,564,163445.65,1363.79
OP0012,2023-07,Starter,16295.08,8774.27,25069.35,3629.92,2500,993,59,579,65333.05,1440.38
OP0012,2023-08,Starter,18005.27,9695.14,27700.41,5738.77,2500,919,68,534,79685.27,2663.58
OP0012,2023-09,Starter,17663.94,9511.35,27175.29,3674.89,2500,748,88,242,75949.22,1187.55
OP0012,2023-10,Starter,14132.54,7609.83,21742.37,3224.5,2500,589,94,301,38787.56,1964.04
OP0012,2023-11,Starter,16436.78,8850.57,25287.35,3817.58,2500,1078,87,510,62659.86,1536.62
OP0012,2023-12,Starter,15264.99,8219.61,23484.6,3035.79,2500,1217,145,511,108793.62,1258.34
OP0012,2024-01,Starter,14290.76,7695.03,21985.79,3558.84,2500,1074,101,519,62363.46,1218.02
OP0012,2024-02,Starter,16779.1,9034.9,25814.0,3799.39,2500,111,20,61,4301.08,1304.64
OP0012,2024-03,Starter,19028.53,10246.13,29274.66,3584.93,2500,1137,193,439,95765.25,1568.32
OP0012,2024-04,Starter,17271.39,9299.98,26571.37,4728.88,2500,429,82,290,49284.32,2478.07
OP0013,2023-04,Starter,23454.46,12629.32,36083.78,5526.2,2500,536,71,297,20388.68,1697.76
OP0013,2023-05,Starter,16831.26,9062.99,25894.25,3826.54,2500,481,71,220,17319.96,1170.89
OP0013,2023-06,Starter,20360.24,10963.21,31323.45,4323.23,2500,1423,175,729,166334.18,1456.61
OP0013,2023-07,Starter,21817.94,11748.12,33566.06,4166.44,2500,1180,185,410,137897.03,2802.62
OP0013,2023-08,Starter,22145.78,11924.65,34070.43,6822.52,2500,868,60,296,38653.01,1474.25
OP0013,2023-09,Starter,24056.81,12953.66,37010.47,6835.69,2500,286,48,126,28274.28,2260.07
OP0013,2023-10,Starter,19806.33,10664.94,30471.27,5571.59,2500,951,158,527,55553.28,2447.7
OP0013,2023-11,Starter,18887.28,10170.08,29057.36,4819.54,2500,1481,97,854,89126.18,2015.25
OP0013,2023-12,Starter,16934.74,9118.71,26053.45,4988.36,2500,1124,187,352,129996.17,1667.63
OP0013,2024-01,Starter,20299.53,10930.51,31230.04,4854.51,2500,677,91,260,23149.62,2400.61
OP0013,2024-02,Starter,23955.09,12898.89,36853.98,6072.72,2500,692,38,213,28864.52,2703.95
OP0013,2024-03,Starter,21459.62,11555.18,33014.8,6621.58,2500,1189,69,606,119476.55,1924.05
OP0013,2024-04,Starter,20125.6,10836.86,30962.46,5182.68,2500,609,33,214,47492.15,2649.9
OP0013,2024-05,Starter,22503.22,12117.12,34620.34,5175.18,2500,647,110,226,48089.19,1658.55
OP0013,2024-06,Starter,25488.06,13724.34,39212.4,6213.7,2500,907,112,416,69237.39,3199.2
OP0013,2024-07,Starter,22482.67,12106.06,34588.73,5064.38,2500,1049,172,409,21498.16,2646.85
OP0013,2024-08,Starter,17755.63,9560.72,27316.35,4260.29,2500,1028,86,537,117946.96,1119.72
OP0013,2024-09,Starter,21790.16,11733.16,33523.32,6688.06,2500,213,30,90,12402.94,2361.21
OP0013,2024-10,Starter,25328.29,13638.31,38966.6,7663.3,2500,462,50,272,23973.99,1924.89
OP0013,2024-11,Starter,23371.06,12584.42,35955.48,5460.73,2500,375,26,149,28659.92,2793.19
OP0013,2024-12,Starter,19700.32,10607.87,30308.19,5319.98,2500,539,97,170,11436.98,2887.16
OP0014,2023-03,Enterprise,404011.41,217544.6,621556.01,79711.81,22000,2248,172,967,256525.0,28538.97
OP0014,2023-04,Enterprise,432122.49,232681.34,664803.83,99064.45,22000,4534,792,2702,466862.69,54065.84
OP0014,2023-05,Enterprise,550385.57,296361.46,846747.03,136793.74,22000,2354,371,1518,202112.76,55312.28
OP0014,2023-06,Enterprise,364780.64,196420.34,561200.98,75063.04,22000,4826,702,2222,343760.95,47852.5
OP0014,2023-07,Enterprise,391279.6,210689.02,601968.62,82115.77,22000,744,123,471,18024.66,27988.54
OP0014,2023-08,Enterprise,462716.66,249155.12,711871.78,130686.1,22000,2470,362,1456,64599.11,37604.8
OP0014,2023-09,Enterprise,384159.04,206854.86,591013.9,78863.34,22000,1350,188,831,155011.77,37109.97
OP0014,2023-10,Enterprise,488294.51,262927.82,751222.33,119220.27,22000,2164,311,1494,136370.34,62924.84
OP0014,2023-11,Enterprise,495354.81,266729.52,762084.33,92075.95,22000,3495,249,1389,333495.48,44321.43
OP0014,2023-12,Enterprise,514577.64,277080.27,791657.91,171223.13,22000,2712,167,1774,240583.33,78119.69
OP0014,2024-01,Enterprise,374122.31,201450.48,575572.79,124299.64,22000,1920,104,1318,78805.06,47245.79
OP0014,2024-02,Enterprise,428044.17,230485.32,658529.49,79738.38,22000,2903,304,1514,347835.63,40197.41
OP0014,2024-03,Enterprise,453376.46,244125.79,697502.25,146009.97,22000,2644,422,1820,132090.28,29187.51
OP0014,2024-04,Enterprise,444421.63,239303.95,683725.58,131927.05,22000,3867,468,1550,451371.49,34976.66
OP0014,2024-05,Enterprise,501225.3,269890.54,771115.84,94601.33,22000,607,46,222,35747.64,50847.6
OP0014,2024-06,Enterprise,485009.55,261158.99,746168.54,94185.75,22000,286,47,193,12986.03,45842.75
OP0014,2024-07,Enterprise,499145.58,268770.7,767916.28,95024.15,22000,4625,876,1475,321022.38,72718.63
OP0014,2024-08,Enterprise,332702.68,179147.59,511850.27,92066.41,22000,573,93,264,37270.34,39054.8
OP0014,2024-09,Enterprise,574151.17,309158.32,883309.49,144056.23,22000,3591,278,1780,232054.98,50599.85
OP0014,2024-10,Enterprise,370195.49,199336.03,569531.52,115707.05,22000,3122,338,2130,155849.63,36428.77
OP0014,2024-11,Enterprise,470411.53,253298.52,723710.05,96424.69,22000,394,72,148,33699.31,40396.03
OP0014,2024-12,Enterprise,412032.78,221863.8,633896.58,116275.42,22000,2208,171,1014,181429.15,36283.83
OP0015,2024-05,Starter,30332.11,16332.68,46664.79,8259.81,2500,355,32,148,9678.59,1946.77
OP0015,2024-06,Starter,30471.89,16407.94,46879.83,7925.43,2500,317,17,124,28483.21,3175.92
OP0015,2024-07,Starter,23664.97,12742.67,36407.64,5564.22,2500,1497,230,1005,130493.27,2422.93
OP0015,2024-08,Starter,29127.22,15683.88,44811.1,6592.25,2500,708,65,258,14252.36,2598.72
OP0015,2024-09,Starter,29898.31,16099.09,45997.4,9550.15,2500,374,47,129,9996.18,4079.24
OP0015,2024-10,Starter,27208.14,14650.53,41858.67,9072.56,2500,912,104,524,60518.2,3790.9
OP0015,2024-11,Starter,23825.29,12829.0,36654.29,7742.79,2500,445,23,265,42871.56,2314.78
OP0015,2024-12,Starter,28324.92,15251.88,43576.8,7577.48,2500,1035,155,324,21857.33,3329.91
OP0016,2023-09,Enterprise,427230.87,230047.39,657278.26,110857.13,22000,1733,327,791,115877.96,36551.46
OP0016,2023-10,Enterprise,485258.85,261293.22,746552.07,103692.74,22000,1120,163,429,25870.64,35342.5
OP0016,2023-11,Enterprise,576001.48,310154.65,886156.13,120829.82,22000,78,14,47,7313.89,70290.96
OP0016,2023-12,Enterprise,534923.26,288035.6,822958.86,113183.77,22000,2487,260,1619,140322.13,70021.65
OP0016,2024-01,Enterprise,653409.79,351836.04,1005245.83,177913.03,22000,1539,270,477,103851.14,74858.72
